mes,site,Medio_de_pago,Incoming_amt,Incoming_qty,Status
Mayo,MLC,credit card,3428298.36,41129,Rej. by Risk Bank - App. by PF
Mayo,MLC,credit card,14678.42,71,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLC,credit card,315150.79,2776,Insufficient Amount
Mayo,MLC,digital_currency,17141.3,512,Cancelled
Abril,MLC,debit card,41552.81,302,Rej. by Risk Bank - Rej. by PF
Abril,MLC,debit card,3198004.8,44358,Insufficient Amount
Mayo,MLC,credit card,433659.55,7697,Cancelled
Abril,MLC,debit card,2233456.85,33570,Rej. by User Error
Mayo,MLC,digital_currency,14353.23,403,Rej. by PF
fuera_de_rango,MLC,prepaid_card,249.49,4,Approved
Abril,MLC,debit card,1186110.56,17769,Rej. by Risk Bank - App. by PF
Mayo,MLC,debit card,78065115.74,1959189,Approved
fuera_de_rango,MLC,debit card,5525.13,29,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLC,debit card,38589.24,319,Rej. by PF
Abril,MLC,digital_currency,3832.03,98,Rej. by PF
fuera_de_rango,MLC,debit card,10238.4,235,Rej. Blacklist
Mayo,MLC,prepaid_card,230.27,6,Rej. by Risk Bank - App. by PF
Mayo,MLC,prepaid_card,11.53,1,Rej. by Bank Other
Abril,MLC,prepaid_card,7.88,1,Rej. Blacklist
fuera_de_rango,MLC,digital_currency,144073.76,4418,Approved
Mayo,MLC,debit card,468850.94,4096,Rej. by Bank Other
Abril,MLC,account_money,16814736.93,430303,Approved
fuera_de_rango,MLC,account_money,1260544.45,31556,Approved
Mayo,MLC,debit card,175472.1,3439,Rej. Blacklist
Abril,MLC,prepaid_card,6671.08,89,Approved
Mayo,MLC,debit card,48369.87,400,Rej. by Risk Bank - Rej. by PF
Mayo,MLC,account_money,15129.22,195,Rej. by PF
Mayo,MLC,prepaid_card,1678.33,12,Insufficient Amount
Mayo,MLC,account_money,18196639.9,488344,Approved
fuera_de_rango,MLC,prepaid_card,6.06,1,Insufficient Amount
fuera_de_rango,MLC,debit card,25879.1,321,Rej. by Bank Other
Abril,MLC,credit card,703530.84,8669,Rej. by Bank Other
fuera_de_rango,MLC,account_money,1653.2,20,Rej. by PF
Abril,MLC,credit card,3315.08,32,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLC,debit card,282644.44,3429,Insufficient Amount
fuera_de_rango,MLC,credit card,13778.26,257,Rej. Blacklist
Abril,MLC,digital_currency,10249.23,274,Cancelled
Abril,MLC,debit card,405910.23,4297,Rej. by Bank Other
fuera_de_rango,MLC,debit card,84653.28,1292,Rej. by Risk Bank - App. by PF
Mayo,MLC,debit card,3344317.95,47473,Insufficient Amount
fuera_de_rango,MLC,debit card,12401.98,154,Cancelled
Mayo,MLC,debit card,170691.85,2676,Cancelled
Mayo,MLC,prepaid_card,10390.18,155,Approved
Mayo,MLC,credit card,78885951.44,1554177,Approved
Abril,MLC,debit card,140566.05,2095,Cancelled
Mayo,MLC,account_money,98915.01,4776,Cancelled
fuera_de_rango,MLC,credit card,329137.75,3112,Rej. by Risk Bank - App. by PF
Abril,MLC,credit card,77560437.4,1527849,Approved
Abril,MLC,credit card,3719933.5,41158,Insufficient Amount
fuera_de_rango,MLC,digital_currency,1139.57,43,Cancelled
Abril,MLM,tcmp,25092.56,197,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLM,debit card,63071.39,723,Cancelled
Mayo,MLM,tcmp,140360.26,2065,Rej. by Risk Bank - App. by PF
Abril,MLM,atm,11797254.53,57616,Cancelled
Mayo,MLM,tcmp,87342.27,639,Rej. Blacklist
fuera_de_rango,MLM,digital_currency,18497.93,456,Rej. by PF
Mayo,MLM,atm,4905444.98,44601,Approved
fuera_de_rango,MLM,debit card,1670777.4,20466,Insufficient Amount
Abril,MLM,account_money,617363.25,34438,Cancelled
fuera_de_rango,MLM,tcmp,316056.5,2652,Insufficient Amount
Mayo,MLM,debit card,442667.02,1859,Rej. by Risk Bank - Rej. by PF
Abril,MLM,credit card,1381510.43,15926,Rej. by Bank Other
fuera_de_rango,MLM,debit card,62613.01,1040,Rej. by Bank Other
Mayo,MLM,credit card,460468.45,1388,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLM,tcmp,87538.06,1351,Rej. by Risk Bank - App. by PF
Abril,MLM,account_money,42413.32,691,Rej. by PF
Abril,MLM,credit card,4190994.19,68368,Cancelled
Mayo,MLM,debit card,7760656.42,41848,Rej. by PF
Abril,MLM,tcmp,413929.58,6036,Rej. by Bank Other
Mayo,MLM,tcmp,140423968.95,2257665,Approved
Mayo,MLM,digital_currency,236277.7,5779,Rej. by PF
Abril,MLM,debit card,7826873.2,49115,Rej. by PF
fuera_de_rango,MLM,tcmp,7809.22,140,Rej. by User Error
fuera_de_rango,MLM,ticket,792739.9,16837,Pending
Abril,MLM,digital_currency,235427.29,6220,Rej. by PF
Abril,MLM,debit card,318760263.31,6778681,Approved
fuera_de_rango,MLM,atm,301335.72,1223,Pending
Abril,MLM,credit card,19244189.29,81158,Rej. by PF
Abril,MLM,account_money,5359.3,50,Rej. by User Error
Abril,MLM,debit card,15213998.8,236936,Rej. by User Error
fuera_de_rango,MLM,debit card,26708697.03,548437,Approved
Mayo,MLM,bank transfer,16616179.35,178549,Cancelled
Abril,MLM,tcmp,1168715.63,23393,Rej. by Risk Bank - App. by PF
fuera_de_rango,MLM,atm,264118.02,2759,Approved
fuera_de_rango,MLM,atm,1563.2,7,Rej. by PF
Abril,MLM,tcmp,93538.09,1883,Rej. by User Error
Abril,MLM,credit card,13177284.7,135074,Rej. by User Error
Mayo,MLM,tcmp,1680592.56,23349,Rej. by Bank Other
Abril,MLM,credit card,320994.66,1065,Rej. by Risk Bank - Rej. by PF
Abril,MLM,credit card,4853541.65,43903,Rej. Blacklist
Mayo,MLM,tcmp,3384145.9,25083,Insufficient Amount
Mayo,MLM,account_money,27722.35,505,Rej. by PF
Mayo,MLM,atm,197000.25,259,Rej. by PF
Abril,MLM,ticket,67995950.22,1359607,Approved
Mayo,MLM,bank transfer,22154627.77,374469,Approved
Abril,MLM,credit card,377795493.31,6055150,Approved
fuera_de_rango,MLM,credit card,428967.8,3448,Rej. Blacklist
Mayo,MLM,debit card,2097871.01,20437,Rej. by Bank Other
fuera_de_rango,MLM,account_money,2969.09,50,Rej. by PF
Abril,MLM,credit card,24671086.05,223206,Rej. by Risk Bank - App. by PF
Mayo,MLM,debit card,24286225.28,308516,Insufficient Amount
Mayo,MLM,debit card,19310047.3,272135,Rej. by User Error
Abril,MLM,tcmp,3764231.28,39016,Insufficient Amount
fuera_de_rango,MLM,credit card,3050686.75,20010,Insufficient Amount
fuera_de_rango,MLM,credit card,1176174.07,10919,Rej. by User Error
Abril,MLM,debit card,17844772,256706,Insufficient Amount
fuera_de_rango,MLM,credit card,35158.7,95,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLM,debit card,578659.29,3316,Rej. by PF
Mayo,MLM,account_money,687638.42,32974,Cancelled
fuera_de_rango,MLM,credit card,36250249.35,487698,Approved
Mayo,MLM,digital_currency,1354896.7,37605,Cancelled
Mayo,MLM,credit card,20735291.63,113489,Rej. by PF
Mayo,MLM,digital_currency,139084921.07,2937215,Approved
Mayo,MLM,ticket,9406326.5,184853,Pending
fuera_de_rango,MLM,credit card,2045865.55,16099,Rej. by Risk Bank - App. by PF
Abril,MLM,tcmp,211904.99,2675,Rej. by PF
Mayo,MLM,account_money,755.48,21,Rej. by User Error
fuera_de_rango,MLM,account_money,99.51,4,Rej. by User Error
fuera_de_rango,MLM,tcmp,21528.78,240,Rej. by PF
Abril,MLM,digital_currency,1034284.31,29883,Cancelled
Mayo,MLM,atm,13611951.87,56723,Cancelled
Abril,MLM,tcmp,836307.33,12934,Cancelled
Mayo,MLM,debit card,412200908.67,8207557,Approved
Mayo,MLM,credit card,6822163.29,49561,Rej. Blacklist
Mayo,MLM,ticket,93054.4,1993,Rej. by PF
Mayo,MLM,debit card,3886797.28,55470,Rej. Blacklist
Mayo,MLM,credit card,41684794.65,289061,Insufficient Amount
Abril,MLM,ticket,92874.13,1967,Rej. by PF
fuera_de_rango,MLM,digital_currency,9146926.03,193540,Approved
Abril,MLM,tcmp,89483173.68,1715001,Approved
fuera_de_rango,MLM,account_money,7493259.58,173784,Approved
fuera_de_rango,MLM,tcmp,1516.52,8,Rej. Blacklist
fuera_de_rango,MLM,credit card,399773.5,5381,Cancelled
Mayo,MLM,account_money,112813461.3,2495972,Approved
Abril,MLM,debit card,7165564.62,100380,Rej. by Risk Bank - App. by PF
Mayo,MLM,tcmp,147281.87,1990,Rej. by User Error
fuera_de_rango,MLM,digital_currency,91246.03,2490,Cancelled
fuera_de_rango,MLM,credit card,1321627.57,6650,Rej. by PF
Mayo,MLM,credit card,6279098.18,82015,Cancelled
Mayo,MLM,tcmp,1132956.08,11131,Cancelled
fuera_de_rango,MLM,ticket,1616048.2,34219,Cancelled
fuera_de_rango,MLM,ticket,5190878.51,101552,Approved
Abril,MLM,credit card,27854137.11,227753,Insufficient Amount
fuera_de_rango,MLM,debit card,1284766.14,18296,Rej. by User Error
fuera_de_rango,MLM,tcmp,9703351.75,151403,Approved
fuera_de_rango,MLM,bank transfer,1223406.01,13041,Cancelled
fuera_de_rango,MLM,tcmp,1198.54,8,Rej. by Risk Bank - Rej. by PF
Abril,MLM,ticket,31927843.09,696062,Cancelled
Abril,MLM,debit card,328824.81,1239,Rej. by Risk Bank - Rej. by PF
Mayo,MLM,credit card,19429468.78,184197,Rej. by User Error
Abril,MLM,account_money,96308288.83,2331107,Approved
Mayo,MLM,tcmp,303322.89,1858,Rej. by PF
Abril,MLM,atm,19134.58,204,Rej. by PF
fuera_de_rango,MLM,bank transfer,1371106.15,25221,Approved
Mayo,MLM,bank transfer,41105.54,535,Rej. by PF
Abril,MLM,bank transfer,17261950.98,308501,Approved
Abril,MLM,bank transfer,103464.19,1588,Rej. by PF
fuera_de_rango,MLM,ticket,8324.73,129,Rej. by PF
Abril,MLM,debit card,3185019.28,48301,Rej. Blacklist
Abril,MLM,atm,4057641.79,40299,Approved
Abril,MLM,bank transfer,13323401.25,140146,Cancelled
Abril,MLM,digital_currency,118418437.67,2711406,Approved
Abril,MLM,debit card,718905.1,10536,Cancelled
Mayo,MLM,debit card,8823712.62,108545,Rej. by Risk Bank - App. by PF
fuera_de_rango,MLM,debit card,236947.12,3702,Rej. Blacklist
Mayo,MLM,ticket,81414053.49,1498727,Approved
Mayo,MLM,atm,2986127.09,12954,Pending
Mayo,MLM,tcmp,16047.13,62,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLM,bank transfer,2668.87,40,Rej. by PF
Mayo,MLM,credit card,2271862.25,21500,Rej. by Bank Other
fuera_de_rango,MLM,debit card,21884.89,102,Rej. by Risk Bank - Rej. by PF
Mayo,MLM,debit card,1098452.52,12541,Cancelled
Abril,MLM,ticket,551.47,11,Pending
Mayo,MLM,credit card,33019420.17,248373,Rej. by Risk Bank - App. by PF
Abril,MLM,tcmp,30728,136,Rej. Blacklist
Mayo,MLM,credit card,522416994.09,7236171,Approved
fuera_de_rango,MLM,credit card,131270.41,1435,Rej. by Bank Other
fuera_de_rango,MLM,account_money,56956.51,2558,Cancelled
fuera_de_rango,MLM,debit card,537785.04,7515,Rej. by Risk Bank - App. by PF
Mayo,MLM,ticket,28944640.83,583623,Cancelled
fuera_de_rango,MLM,tcmp,83900.93,896,Cancelled
Abril,MLM,debit card,1224218.12,17966,Rej. by Bank Other
fuera_de_rango,MLM,atm,536662.74,2956,Cancelled
fuera_de_rango,MLM,tcmp,46674.14,524,Rej. by Bank Other
Abril,MLU,credit card,45991.69,473,Cancelled
Mayo,MLU,account_money,16962.36,855,Cancelled
Mayo,MLU,debit card,74496.47,526,Rej. by PF
Abril,MLU,credit card,201329.64,2145,Rej. Blacklist
Abril,MLU,debit card,117283.77,791,Rej. by PF
fuera_de_rango,MLU,debit card,1069.5,17,Cancelled
Mayo,MLU,credit card,260302.34,2130,Rej. by Bank Other
fuera_de_rango,MLU,debit card,6457.91,33,Rej. by PF
fuera_de_rango,MLU,debit card,8164.92,144,Rej. by Bank Other
fuera_de_rango,MLU,debit card,133.98,3,Rej. by Risk Bank - Rej. by PF
Mayo,MLU,ticket,2186.78,40,Rej. by PF
Mayo,MLU,credit card,37415353.25,525651,Approved
fuera_de_rango,MLU,credit card,5226.42,43,Cancelled
Mayo,MLU,credit card,4866823.43,35005,Insufficient Amount
Abril,MLU,credit card,4279698.11,31925,Insufficient Amount
Abril,MLU,account_money,929975.46,21282,Approved
fuera_de_rango,MLU,debit card,71647.77,474,Insufficient Amount
Mayo,MLU,ticket,2040955.39,28793,Cancelled
Abril,MLU,debit card,7902035.28,154933,Approved
Mayo,MLU,debit card,11874.65,187,Cancelled
Mayo,MLU,account_money,107.38,4,Rej. by PF
fuera_de_rango,MLU,debit card,450.97,7,Rej. Blacklist
Mayo,MLU,debit card,5609.28,110,Rej. Blacklist
Mayo,MLU,debit card,770597.7,6253,Insufficient Amount
Abril,MLU,ticket,3029914.98,46873,Approved
Abril,MLU,credit card,1025849.94,11767,Rej. by Risk Bank - App. by PF
fuera_de_rango,MLU,credit card,15779.12,186,Rej. Blacklist
Mayo,MLU,credit card,623298.24,6488,Rej. by User Error
Abril,MLU,account_money,19610.62,796,Cancelled
Abril,MLU,debit card,107424.02,1542,Rej. by User Error
fuera_de_rango,MLU,credit card,284.98,2,Rej. by Risk Bank - Rej. by PF
Abril,MLU,debit card,148272.34,2005,Rej. by Risk Bank - App. by PF
Abril,MLU,debit card,10466.12,149,Cancelled
Mayo,MLU,ticket,3197462.05,49660,Approved
fuera_de_rango,MLU,account_money,59250.53,1440,Approved
fuera_de_rango,MLU,credit card,69815.99,747,Rej. by Risk Bank - App. by PF
Mayo,MLU,credit card,309947.59,3312,Rej. Blacklist
Mayo,MLU,account_money,999993.12,23045,Approved
Mayo,MLU,debit card,140357,2221,Rej. by Bank Other
Abril,MLU,credit card,208615,1817,Rej. by Bank Other
Abril,MLU,debit card,126699.77,1930,Rej. by Bank Other
Abril,MLU,debit card,5557.33,34,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLU,debit card,7197.23,131,Rej. by Risk Bank - App. by PF
Mayo,MLU,credit card,19808.19,54,Rej. by Risk Bank - Rej. by PF
Mayo,MLU,debit card,159016.74,2182,Rej. by Risk Bank - App. by PF
fuera_de_rango,MLU,credit card,274231.72,2077,Insufficient Amount
Mayo,MLU,debit card,103853.56,1635,Rej. by User Error
Abril,MLU,account_money,166.29,7,Rej. by PF
Mayo,MLU,credit card,635113.53,2180,Rej. by PF
Abril,MLU,debit card,7093.64,121,Rej. Blacklist
Abril,MLU,credit card,535001.81,5664,Rej. by User Error
Abril,MLU,ticket,975.73,23,Rej. by PF
Mayo,MLU,credit card,1190008.07,13038,Rej. by Risk Bank - App. by PF
fuera_de_rango,MLU,credit card,10322.56,107,Rej. by Bank Other
fuera_de_rango,MLU,account_money,1026.26,51,Cancelled
fuera_de_rango,MLU,credit card,2185144.22,30350,Approved
Abril,MLU,ticket,1823177.85,26309,Cancelled
Mayo,MLU,debit card,13451.04,71,Rej. by Risk Bank - Rej. by PF
Mayo,MLU,debit card,8756219.33,171227,Approved
Abril,MLU,debit card,684520.03,5440,Insufficient Amount
Abril,MLU,credit card,32684988.99,472061,Approved
fuera_de_rango,MLU,ticket,154834.35,2190,Cancelled
Abril,MLU,credit card,5019.63,27,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MLU,credit card,45892.92,137,Rej. by PF
fuera_de_rango,MLU,credit card,37610.55,374,Rej. by User Error
Mayo,MLU,credit card,42793.83,553,Cancelled
Abril,MLU,credit card,738017.32,2389,Rej. by PF
fuera_de_rango,MLU,debit card,4828.65,96,Rej. by User Error
fuera_de_rango,MLU,ticket,205747.72,3278,Approved
fuera_de_rango,MLU,debit card,554893.56,10659,Approved
Mayo,MPE,bank transfer,15708.48,125,Insufficient Amount
fuera_de_rango,MPE,bank transfer,4156.46,44,Rej. by User Error
Mayo,MPE,bank transfer,4.07,1,Rej. by Bank Other
fuera_de_rango,MPE,credit card,815.57,20,Rej. by Bank Other
fuera_de_rango,MPE,debit card,15772.18,111,Rej. by Risk Bank - App. by PF
Abril,MPE,account_money,8941.58,164,Cancelled
Mayo,MPE,credit card,95202.29,558,Cancelled
Mayo,MPE,debit card,8025.51,106,Rej. Blacklist
Abril,MPE,debit card,471162.36,2370,Insufficient Amount
Mayo,MPE,account_money,10753.44,83,Rej. by PF
Abril,MPE,atm,1464735.52,11298,Cancelled
fuera_de_rango,MPE,credit card,44255,184,Rej. by Risk Bank - App. by PF
Mayo,MPE,debit card,382162.57,1859,Rej. by User Error
Abril,MPE,credit card,75882.76,388,Rej. by Bank Other
Mayo,MPE,account_money,114865.79,3292,Approved
fuera_de_rango,MPE,debit card,28090.39,122,Rej. by User Error
fuera_de_rango,MPE,account_money,901.78,4,Rej. by PF
Abril,MPE,debit card,2430449.64,48345,Approved
Mayo,MPE,debit card,409147.87,2082,Insufficient Amount
Abril,MPE,debit card,12086.25,113,Rej. Blacklist
Mayo,MPE,debit card,61104.35,131,Rej. by Risk Bank - Rej. by PF
Abril,MPE,account_money,9008.93,84,Rej. by PF
Mayo,MPE,credit card,9187466.21,85583,Approved
Abril,MPE,atm,133.41,3,Rej. by PF
Mayo,MPE,bank transfer,635.96,9,Cancelled
Abril,MPE,debit card,716115.12,769,Rej. by PF
Abril,MPE,credit card,121798.55,520,Cancelled
Abril,MPE,credit card,411537.21,2034,Rej. by User Error
fuera_de_rango,MPE,credit card,53816.39,100,Rej. by PF
fuera_de_rango,MPE,debit card,5816.81,36,Rej. by PF
Mayo,MPE,debit card,21425.52,217,Rej. by Bank Other
fuera_de_rango,MPE,credit card,2352.69,8,Rej. by Risk Bank - Rej. by PF
Mayo,MPE,credit card,1158615.23,2499,Rej. by PF
Abril,MPE,debit card,82369.25,141,Rej. by Risk Bank - Rej. by PF
Mayo,MPE,bank transfer,122563.55,3999,Approved
fuera_de_rango,MPE,debit card,143756.38,2863,Approved
Mayo,MPE,credit card,17466.56,171,Rej. Blacklist
fuera_de_rango,MPE,atm,60818.08,1359,Approved
Abril,MPE,account_money,126748.88,3576,Approved
fuera_de_rango,MPE,debit card,949.56,9,Rej. Blacklist
Abril,MPE,credit card,41468.09,95,Rej. by Risk Bank - Rej. by PF
fuera_de_rango,MPE,credit card,2459.37,30,Cancelled
Abril,MPE,debit card,229113.47,1676,Rej. by Risk Bank - App. by PF
Mayo,MPE,credit card,403721.71,1326,Insufficient Amount
fuera_de_rango,MPE,bank transfer,3095.44,23,Insufficient Amount
Mayo,MPE,credit card,106919.85,184,Rej. by Risk Bank - Rej. by PF
Mayo,MPE,account_money,5297.25,147,Cancelled
Mayo,MPE,atm,1318452.89,9604,Cancelled
fuera_de_rango,MPE,account_money,4698.85,214,Approved
Abril,MPE,credit card,476641.16,1479,Insufficient Amount
Mayo,MPE,debit card,36843.35,289,Cancelled
fuera_de_rango,MPE,debit card,764.91,13,Cancelled
Mayo,MPE,atm,29.9,2,Rej. by PF
Abril,MPE,debit card,19745.03,169,Rej. by Bank Other
Mayo,MPE,credit card,436554.98,2615,Rej. by Risk Bank - App. by PF
Abril,MPE,credit card,10192793.11,94536,Approved
Mayo,MPE,debit card,173294.96,460,Rej. by PF
Abril,MPE,credit card,1132524.44,2443,Rej. by PF
Abril,MPE,credit card,24246.75,165,Rej. Blacklist
Mayo,MPE,debit card,2194421.68,42343,Approved
fuera_de_rango,MPE,debit card,28088.05,121,Insufficient Amount
fuera_de_rango,MPE,account_money,115.11,9,Cancelled
fuera_de_rango,MPE,debit card,570.66,6,Rej. by Bank Other
fuera_de_rango,MPE,atm,82666.19,549,Cancelled
Abril,MPE,credit card,496449.51,2809,Rej. by Risk Bank - App. by PF
fuera_de_rango,MPE,credit card,2327.21,18,Rej. Blacklist
Mayo,MPE,bank transfer,1501.32,23,Rej. by Risk Bank - App. by PF
Mayo,MPE,credit card,58610.3,381,Rej. by Bank Other
fuera_de_rango,MPE,bank transfer,26.16,1,Rej. by Bank Other
Abril,MPE,debit card,39408.09,253,Cancelled
fuera_de_rango,MPE,debit card,4549.39,7,Rej. by Risk Bank - Rej. by PF
Mayo,MPE,atm,1079087.43,20473,Approved
Mayo,MPE,debit card,204919.74,1404,Rej. by Risk Bank - App. by PF
Mayo,MPE,bank transfer,549.25,9,Rej. by PF
Abril,MPE,atm,1100243.11,23353,Approved
fuera_de_rango,MPE,bank transfer,16915.43,586,Approved
Mayo,MPE,bank transfer,22273.04,337,Rej. by User Error
Abril,MPE,debit card,432084.44,2056,Rej. by User Error
fuera_de_rango,MPE,credit card,21516.46,109,Rej. by User Error
fuera_de_rango,MPE,credit card,23638.89,77,Insufficient Amount
fuera_de_rango,MPE,credit card,574287.71,5450,Approved
Mayo,MPE,credit card,484967.73,2199,Rej. by User Error
